CO,Gas,Temp,Humidity,Pressure,Oxygen,Alert,Escape_Time
0.55,385.39,32.06,68.44,1011.13,21.06,no,59.8
0.58,388.4,32.06,68.44,1011.11,21.03,no,59.9
0.55,386.89,32.07,68.43,1011.11,21.04,no,59.9
0.51,382.41,32.07,68.42,1011.12,21.02,no,59.9
0.55,382.41,32.07,68.41,1011.08,21.01,no,60.0
0.58,389.91,32.08,68.4,1011.13,21.01,no,60.0
0.58,386.89,32.08,68.39,1011.1,21.05,no,60.0
0.6,391.43,32.09,68.38,1011.11,21.05,no,60.0
0.56,379.44,32.09,68.37,1011.12,21.05,no,60.0
0.59,380.92,32.1,68.36,1011.14,21.02,no,60.0
0.6,380.92,32.1,68.35,1011.13,21.03,no,60.0
0.61,377.97,32.11,68.34,1011.11,21.0,no,60.0
0.59,372.12,32.11,68.33,1011.15,21.01,no,60.0
0.52,369.23,32.11,68.32,1011.12,21.05,no,60.0
0.56,366.36,32.12,68.31,1011.11,21.09,no,60.0
0.56,370.67,32.12,68.3,1011.13,21.12,no,60.0
0.6,372.12,32.12,68.29,1011.12,21.07,no,60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
150.0,400.0,25.0,50.0,1013.25,20.9,CRITICAL: CO Poisoning Emergency|Warning: Poor Safety Score 40%,240.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),55.1
0.5,416.95,32.47,68.84,1011.46,19.09,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,54.0
0.5,401.09,32.47,68.83,1011.46,19.11,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,51.8
0.51,412.57,32.47,68.84,1011.46,19.1,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,48.6
0.49,394.07,32.46,68.83,1011.42,19.12,Warning: Oxygen Fatigue (Low O2)|Notice: CO2 levels increasing rapidly|URGENT: Estimated 60.0 minutes until unconsciousness,45.1
0.51,415.49,32.46,68.84,1011.44,19.09,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,41.8
0.5,414.03,32.46,68.84,1011.42,19.07,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,39.2
0.5,394.07,32.46,68.85,1011.44,19.05,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,36.9
0.53,421.38,32.46,68.85,1011.41,19.03,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,34.5
0.53,427.36,32.46,68.86,1011.44,19.03,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,31.8
0.5,415.49,32.46,68.87,1011.39,19.03,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,29.0
0.52,411.12,32.45,68.85,1011.39,19.07,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,27.0
0.52,408.23,32.45,68.85,1011.37,19.45,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,25.7
0.52,409.67,32.45,68.85,1011.39,20.14,no,24.8
0.5,419.9,32.44,68.85,1011.39,20.79,no,24.3
0.54,416.95,32.44,68.86,1011.4,20.94,no,24.4
0.54,415.49,32.44,68.86,1011.41,20.95,no,25.2
0.52,430.37,32.44,68.87,1011.42,20.95,no,26.8
0.53,427.36,32.44,68.88,1011.42,20.96,no,29.4
0.47,387.17,32.44,68.88,1011.4,20.94,no,33.0
0.5,408.23,32.44,68.89,1011.42,20.94,no,37.5
0.5,408.23,32.43,68.89,1011.38,20.98,no,42.9
0.52,401.09,32.43,68.89,1011.38,21.03,no,48.0
0.55,418.43,32.43,68.89,1011.4,21.03,no,51.6
0.5,403.93,32.43,68.9,1011.41,21.04,no,54.1
0.48,387.17,32.43,68.91,1011.39,20.99,no,55.9
0.46,408.23,32.42,68.91,1011.41,20.98,no,57.1
0.45,394.07,32.42,68.91,1011.39,20.98,no,58.0
0.49,409.67,32.42,68.91,1011.4,21.01,no,58.6
0.5,415.49,32.42,68.92,1011.4,21.04,no,59.0
0.48,394.07,32.42,68.91,1011.43,21.03,no,59.3
0.49,414.03,32.42,68.91,1011.38,20.98,no,59.5
0.45,415.49,32.42,68.91,1011.41,20.93,no,59.7
0.52,428.86,32.42,68.9,1011.4,20.94,no,59.8
0.54,394.07,32.42,68.9,1011.41,20.95,no,59.8
0.55,418.43,32.42,68.88,1011.42,20.99,no,59.9
0.53,421.38,32.42,68.87,1011.41,20.98,no,59.9
0.54,436.47,32.43,68.86,1011.41,20.98,no,59.9
0.51,398.27,32.43,68.86,1011.38,20.99,no,60.0
0.51,421.38,32.43,68.84,1011.41,21.03,no,60.0
0.51,416.95,32.43,68.83,1011.4,21.0,no,60.0
0.55,431.89,32.43,68.83,1011.42,20.99,no,60.0
0.5,418.43,32.43,68.82,1011.4,20.97,no,60.0
0.54,430.37,32.44,68.81,1011.4,20.99,no,60.0
0.49,411.12,32.44,68.8,1011.39,21.0,no,60.0
0.54,424.36,32.44,68.81,1011.41,20.99,no,60.0
0.49,421.38,32.44,68.81,1011.42,20.96,no,60.0
0.46,433.41,32.44,68.81,1011.43,20.97,no,60.0
0.44,392.68,32.44,68.82,1011.43,20.96,no,60.0
0.49,418.43,32.44,68.83,1011.42,20.97,no,60.0
0.51,419.9,32.44,68.83,1011.44,20.98,no,60.0
0.47,441.1,32.44,68.82,1011.46,20.98,no,60.0
0.47,394.07,32.43,68.82,1011.44,20.98,no,60.0
0.5,441.1,32.43,68.81,1011.45,20.98,no,60.0
0.5,427.36,32.42,68.8,1011.44,20.97,no,60.0
0.46,436.47,32.42,68.8,1011.46,20.95,no,60.0
0.5,427.36,32.41,68.8,1011.48,20.94,no,60.0
0.49,421.38,32.41,68.81,1011.45,20.96,no,60.0
0.49,402.51,32.4,68.82,1011.43,20.52,no,60.0
0.5,416.95,32.39,68.82,1011.41,19.75,Notice: Oxygen levels dropping rapidly,60.0
0.52,418.43,32.38,68.83,1011.38,18.98,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,60.0
0.47,399.68,32.37,68.85,1011.4,18.76,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,60.0
0.55,408.23,32.37,68.86,1011.41,18.77,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,59.7
0.54,418.43,32.36,68.87,1011.41,18.69,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,58.0
0.54,418.43,32.35,68.88,1011.41,18.7,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,54.9
0.56,452.07,32.34,68.9,1011.42,19.03,Warning: Oxygen Fatigue (Low O2)|URGENT: Estimated 60.0 minutes until unconsciousness,50.4
0.59,427.36,32.34,68.91,1011.37,19.65,no,44.9
0.52,403.93,32.33,68.92,1011.37,20.22,no,39.2
0.66,464.93,32.33,68.93,1011.38,20.5,no,34.1
0.61,412.57,32.33,68.94,1011.42,20.61,no,30.4
0.59,372.39,32.32,68.94,1011.4,20.75,no,28.5
0.6,351.83,32.32,68.94,1011.4,20.86,no,28.3
0.67,354.34,32.32,68.93,1011.4,20.96,no,29.7
0.63,380.38,32.32,68.92,1011.42,20.99,no,32.5
0.55,363.26,32.31,68.91,1011.39,20.99,no,36.7
0.6,389.92,32.31,68.92,1011.41,20.96,no,41.6
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
0,0,0,0,0,20.9,Warning: Low Humidity (Dry Air Discomfort),60.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
500.0,400.0,25.0,50.0,1013.25,12.0,CRITICAL: Oxygen Fainting Risk|CRITICAL: Fatal CO levels - Life Threatening|CRITICAL: SAFETY SCORE 0% - EVACUATE|URGENT: Estimated 5.0 minutes until unconsciousness,5.0
